"concept","word","country","gender","preference","id"
"Food and fodder","I do not rear cattle, I need a variety that is mainly grown for grain maize production","Kenya","Female","LessPreferred",3047
"Green maize","It can not be stored It can not be milled to give flour for ugali and posho","Kenya","Female","LessPreferred",3048
"Drought avoidance","Low grain yields","Kenya","Female","LessPreferred",3049
"Livestock feed","I mainly grow maize for my family food needs, this variety, however, is mainly grown as livestock feed","Kenya","Female","LessPreferred",3050
"Livestock feed","Prefers variety that provides for home use as food rather than animal feed.","Kenya","Male","LessPreferred",3051
"Drought avoidance","Similar to the variety usually planted","Kenya","Male","LessPreferred",3052
"Resilience","Less yields because of harvesting early.","Kenya","Male","LessPreferred",3053
"Livestock feed","Prefers variety for home use as food than animal feeds","Kenya","Female","LessPreferred",3054
"Green maize","Prefers variety that gives dry maize for home consumption","Kenya","Female","LessPreferred",3055
"Intercropping (with beans)","It`s characteristics are almost similar to the variety the farmer is planning to use","Kenya","Male","LessPreferred",3056
"Livestock feed","It`s mainly used for animal feeds ie not for home consumption","Kenya","Male","LessPreferred",3057
"Home use","Requires larger quantities of fertiliser to mature","Kenya","Female","LessPreferred",3058
"Drought avoidance","It produces low yields","Kenya","Female","LessPreferred",3059
"Green maize","It`s mainly grown for sale as green maize but the farmer prefers a seed variety for consumption while dried","Kenya","Female","LessPreferred",3060
"Home use","Because it is low yielding during dry season","Kenya","Female","LessPreferred",3061
"Livestock feed","Because it uses much fertiliser amount","Kenya","Female","LessPreferred",3062
"Livestock feed","Because it uses a high fertiliser amount","Kenya","Female","LessPreferred",3063
"Food and fodder","Because it is not high yielding","Kenya","Male","LessPreferred",3064
"Home use","Because it is sweet and can be consumed by the farmer before it is dry","Kenya","Male","LessPreferred",3065
"Livestock feed","Priority is given to food before fodder","Kenya","Male","LessPreferred",3066
"Resilience","Average production","Kenya","Female","LessPreferred",3067
"Livestock feed","Prefer food over feeds","Kenya","Male","LessPreferred",3068
"Intercropping (with beans)","Prefer monocropping of maize and later plant beans in short season","Kenya","Female","LessPreferred",3069
"Livestock feed","Small acreage of land","Kenya","Female","LessPreferred",3070
"Resilience","Although we have been told that it is resilient, adding more details about the seed, like altitude would have been better.","Kenya","Male","LessPreferred",3071
"Family nutrition","I can get the vitamins in other supplementary food and drinks","Kenya","Male","LessPreferred",3072
"Family nutrition","Long maturity period","Kenya","Male","LessPreferred",3073
"Green maize","No market for green maize","Kenya","Male","LessPreferred",3074
"Family nutrition","Almost looks like our local variety which has low yields","Kenya","Female","LessPreferred",3075
"Green maize","Because it is only good for those who sell the green maize.","Kenya","Male","LessPreferred",3076
"Home use","No reason","Kenya","Female","LessPreferred",3077
"Family nutrition","It is is mostly preferred for schools and not home use.","Kenya","Male","LessPreferred",3078
"Intercropping (with beans)","Cant give a reason","Kenya","Male","LessPreferred",3079
"Green maize","Only used when green","Kenya","Female","LessPreferred",3080
"Food and fodder","No reason","Kenya","Female","LessPreferred",3081
"Family nutrition","I don`t have young kids","Kenya","Female","LessPreferred",3082
"Food and fodder","I don`t farm for livestock and also I don`t know how to preserve the leaves and stalk to use as fodder","Kenya","Male","LessPreferred",3083
"Home use","Requires more fertiliser and it is almost similar to what I plant","Kenya","Male","LessPreferred",3084
"Family nutrition","I don`t have small kids that might need this nutrients","Kenya","Female","LessPreferred",3085
"Drought avoidance","It has lower yield than normal varieties","Kenya","Male","LessPreferred",3086
"Livestock feed","It is only for feeding pigs and chicken which are not kept by the respondent","Kenya","Male","LessPreferred",3087
"Green maize","It can be only used while green","Kenya","Female","LessPreferred",3088
"Drought avoidance","It has lower yield than other varieties","Kenya","Male","LessPreferred",3089
"Livestock feed","It is only for feeding pigs and chicken not home consumption","Kenya","Male","LessPreferred",3090
"Food and fodder","It cannot sustain itself during drought.","Kenya","Female","LessPreferred",3091
"Family nutrition","It cannot survive drought.","Kenya","Female","LessPreferred",3092
"Drought avoidance","It has low harvest","Kenya","Male","LessPreferred",3093
"Green maize","I plant mainly for flour milling","Kenya","Female","LessPreferred",3094
"Green maize","When the time for harvest and milling flour I won`t have a harvest","Kenya","Female","LessPreferred",3095
"Intercropping (with beans)","It is the same as the one I usually plant","Kenya","Female","LessPreferred",3096
"Family nutrition","It`s colour might make it hard to sell in the market","Kenya","Female","LessPreferred",3097
"Livestock feed","I don`t like due to its yellow colour","Kenya","Female","LessPreferred",3098
"Food and fodder","It`s a late maturing variety","Kenya","Female","LessPreferred",3099
"Livestock feed","It is only suitable and nutritious to livestock","Kenya","Male","LessPreferred",3100
"Food and fodder","Because I don`t keep cattle at home","Kenya","Male","LessPreferred",3101
"Resilience","No resistant to prolonged drought","Kenya","Female","LessPreferred",3102
"Green maize","Little demand","Kenya","Male","LessPreferred",3103
"Drought avoidance","It can`t withstand prolonged drought","Kenya","Male","LessPreferred",3104
"Family nutrition","Because vit A can be gotten from other supplements .","Kenya","Male","LessPreferred",3105
"Home use","Vulnerable to diseases and takes more time to mature","Kenya","Female","LessPreferred",3106
"Livestock feed","Mainly meant for livestock, yet there is need for improving security","Kenya","Female","LessPreferred",3107
"Resilience","Same variety like the one planted","Kenya","Male","LessPreferred",3108
"Green maize","Its good taste attracts pests","Kenya","Male","LessPreferred",3109
"Livestock feed","Need of human food security, not feed","Kenya","Female","LessPreferred",3110
"Drought avoidance","The explanation about this variety has not caught my attention.","Kenya","Female","LessPreferred",3111
"Green maize","I want more maize when dry. The green maize will be depleted quickly and leave my family without food.","Kenya","Female","LessPreferred",3112
"Livestock feed","It`s only designed to feed livestock, leaving out on the household.","Kenya","Male","LessPreferred",3113
"Drought avoidance","The harvest is little, since it is an early maturing variety.","Kenya","Female","LessPreferred",3114
"Food and fodder","If affected by diseases there is serve yield loss.","Kenya","Female","LessPreferred",3115
"Family nutrition","The variety has yellow grain which makes it unpopular thus difficult to sell.","Kenya","Male","LessPreferred",3116
"Livestock feed","The variety is mainly suitable for feeding livestock while the farmer preferes a food variety of maize,","Kenya","Male","LessPreferred",3117
"Green maize","The farmer preferes a variety that can be dried and stored for sale or used as food","Kenya","Female","LessPreferred",3118
"Livestock feed","The the variety is mainly suitable for feeding livestock while the farmer preferes a variety that can be used as food and also fed to livestock","Kenya","Male","LessPreferred",3119
"Family nutrition","The yellow colour of the variety makes it unpopular thus hard to sell","Kenya","Female","LessPreferred",3120
"Green maize","It`s only good for commercial","Kenya","Male","LessPreferred",3121
"Home use","Minimum production","Kenya","Male","LessPreferred",3122
"Family nutrition","It`s yellow in make difficult when you to sale","Kenya","Female","LessPreferred",3123
"Livestock feed","Only good for farmers keeping livestock","Kenya","Female","LessPreferred",3124
"Resilience","Minimum production","Kenya","Female","LessPreferred",3125
"Drought avoidance","Less yields incase of extreme drought","Kenya","Female","LessPreferred",3126
"Resilience","Might not have yields incase of extreme drought and disease","Kenya","Male","LessPreferred",3127
"Livestock feed","Doesn`t have these animals to feed","Kenya","Female","LessPreferred",3128
"Drought avoidance","Might incur losses from the low yields during a harsh drought conditions","Kenya","Female","LessPreferred",3129
"Livestock feed","No market for the produce","Kenya","Male","LessPreferred",3130
"Green maize","It`s mainly grown for commercial purpose and the farmer prefers a seed variety for home consumption","Kenya","Male","LessPreferred",3131
"Resilience","The farmer prefers planting this variety during the second planting season","Kenya","Female","LessPreferred",3132
"Livestock feed","It`s mainly grown for animal feeds as opposed to consumption","Kenya","Female","LessPreferred",3133
"Home use","It`s mainly grown for home consumption as opposed to selling","Kenya","Male","LessPreferred",3134
