"concept","preference","country","gender","word"
"Resilience","LessPreferred","Kenya","Male","low yield"
"Home use","LessPreferred","Kenya","Male","grown consumption"
"Resilience","LessPreferred","Kenya","Male","important"
"Livestock feed","LessPreferred","Kenya","Male","interested keeping fodder livestock"
"Home use","LessPreferred","Kenya","Male","household prefers  multipurpose crop"
"Livestock feed","LessPreferred","Kenya","Female","prefers  maize seed designed food"
"Green maize","LessPreferred","Kenya","Male","mainly grown sale farmer prefers seed consumption"
"Family nutrition","LessPreferred","Kenya","Male","nutrition value nutritious obtained foods"
"Food and fodder","LessPreferred","Kenya","Female","characteristi already found seed farmer uses"
"Livestock feed","LessPreferred","Kenya","Female","mainly grown fodder household consumption"
"Drought avoidance","LessPreferred","Kenya","Female","low yield"
"Livestock feed","LessPreferred","Kenya","Male","less benefits planning uses"
"Green maize","LessPreferred","Kenya","Female","interested harvest sell green maizeshe prefers drought maize"
"Home use","LessPreferred","Kenya","Female","lack market produces"
"Family nutrition","LessPreferred","Kenya","Female","benefits much"
"Home use","LessPreferred","Kenya","Male","less benefits"
"Resilience","LessPreferred","Kenya","Male","intercrop"
"Green maize","LessPreferred","Kenya","Female","high yield"
"Green maize","LessPreferred","Kenya","Female","needs fertilizer"
"Intercropping (with beans)","LessPreferred","Kenya","Male","farmer plants household"
"Resilience","LessPreferred","Kenya","Female","low yield"
"Green maize","LessPreferred","Kenya","Female","taste guaranteed yield"
"Family nutrition","LessPreferred","Kenya","Female","withstand drought poor soil area"
"Resilience","LessPreferred","Kenya","Male","low yield rainfall adequate"
"Green maize","LessPreferred","Kenya","Female","challenging find market green maize"
"Family nutrition","LessPreferred","Kenya","Female","small rainfall"
"Livestock feed","LessPreferred","Kenya","Male","clear market"
"Green maize","LessPreferred","Kenya","Male","fear theft others location farm"
"Livestock feed","LessPreferred","Kenya","Female","number livestock"
"Home use","LessPreferred","Kenya","Male","low production"
"Resilience","LessPreferred","Kenya","Female","low yield harvest"
"Green maize","LessPreferred","Kenya","Male","mainly grown sale farmer prefers seed mainly consumption"
"Home use","LessPreferred","Kenya","Male","gives average yield"
"Drought avoidance","LessPreferred","Kenya","Female","produces low yield"
"Livestock feed","LessPreferred","Kenya","Male","low resistant pests disease"
"Family nutrition","LessPreferred","Kenya","Female","high drought resistant"
"Livestock feed","LessPreferred","Kenya","Male","benefits less"
"Home use","LessPreferred","Kenya","Female","less benefits compared usually"
"Family nutrition","LessPreferred","Kenya","Male","uses similar market"
"Livestock feed","LessPreferred","Kenya","Male","livestock poultry fodder produces market produces"
"Drought avoidance","LessPreferred","Kenya","Male","low yield"
"Resilience","LessPreferred","Kenya","Female","good"
"Livestock feed","LessPreferred","Kenya","Male","livestock fodder farmer many livestock fodder"
"Livestock feed","LessPreferred","Kenya","Male","livestock fodder"
"Family nutrition","LessPreferred","Kenya","Male","low yield periods affected disease drought"
"Intercropping (with beans)","LessPreferred","Kenya","Female","requires large size land plant enough crop"
"Green maize","LessPreferred","Kenya","Female","food children"
"Livestock feed","LessPreferred","Kenya","Male","ready market rainfall"
"Family nutrition","LessPreferred","Kenya","Male","unattractive color"
"Drought avoidance","LessPreferred","Kenya","Female","early harvest bring problems neighbors low harvest"
"Resilience","LessPreferred","Kenya","Female","sure affected pests"
"Green maize","LessPreferred","Kenya","Female","fear theft"
"Livestock feed","LessPreferred","Kenya","Male","household first"
"Food and fodder","LessPreferred","Kenya","Male","important"
"Livestock feed","LessPreferred","Kenya","Female","livestock"
"Livestock feed","LessPreferred","Kenya","Male","livestock dont keep livestock poultry household"
"Intercropping (with beans)","LessPreferred","Kenya","Female","difference normal seed"
"Family nutrition","LessPreferred","Kenya","Male","clear explanation whether important adults"
"Livestock feed","LessPreferred","Kenya","Female","livestock fodder"
"Green maize","LessPreferred","Kenya","Female","interested selling maize just need household consumption"
"Food and fodder","LessPreferred","Kenya","Male","less productive compared market"
"Livestock feed","LessPreferred","Kenya","Male","limited usage fodder"
"Home use","LessPreferred","Kenya","Male","normal vulnerable disease pests"
"Drought avoidance","LessPreferred","Kenya","Male","low yield"
"Livestock feed","LessPreferred","Kenya","Female","widely accepted market cant fetch good money farmer"
"Home use","LessPreferred","Kenya","Female","sufficient conditions"
"Intercropping (with beans)","LessPreferred","Kenya","Male","requires wide space intercrop low yield"
"Intercropping (with beans)","LessPreferred","Kenya","Female","low yield"
"Home use","LessPreferred","Kenya","Male","takes long time maturity"
"Livestock feed","LessPreferred","Kenya","Female","demands low village"
"Intercropping (with beans)","LessPreferred","Kenya","Female","low production"
"Home use","LessPreferred","Kenya","Male","usually plant"
"Green maize","LessPreferred","Kenya","Female","low income"
"Food and fodder","LessPreferred","Kenya","Male","purpose usually plants"
"Home use","LessPreferred","Kenya","Male","mostly household uses purpose"
"Livestock feed","LessPreferred","Kenya","Female","majors fodder livestock"
"Green maize","LessPreferred","Kenya","Female","hard market green maize"
"Livestock feed","LessPreferred","Kenya","Female","talks livestock need food"
"Intercropping (with beans)","LessPreferred","Kenya","Female","almost mine"
"Livestock feed","LessPreferred","Kenya","Female","dont rear livestock commercial uses"
"Family nutrition","LessPreferred","Kenya","Male","highly productive compared others"
"Green maize","LessPreferred","Kenya","Male","less production"
"Home use","LessPreferred","Kenya","Male","mainly household uses purposes"
"Family nutrition","LessPreferred","Kenya","Male","compare"
"Resilience","LessPreferred","Kenya","Female","palatable"
"Food and fodder","LessPreferred","Kenya","Male","produces high yield"
"Green maize","LessPreferred","Kenya","Male","color good taste good"
"Intercropping (with beans)","LessPreferred","Kenya","Male","requires large spaces low yield"
"Drought avoidance","LessPreferred","Kenya","Female","low harvest"
"Food and fodder","LessPreferred","Kenya","Male","fail drought maize household consumption"
"Family nutrition","LessPreferred","Kenya","Male","suitable large livestock keeping"
"Livestock feed","LessPreferred","Kenya","Male","livestock main focus respondent"
"Family nutrition","LessPreferred","Kenya","Female","children doesnt color maize mostly good green respondent needed maize making flour"
"Food and fodder","LessPreferred","Kenya","Female","respondent doesnt livestock need"
"Livestock feed","LessPreferred","Kenya","Male","market produces locality"
"Food and fodder","LessPreferred","Kenya","Male","livestock fodder"
"Food and fodder","LessPreferred","Kenya","Female","got livestock didnt"
"Livestock feed","LessPreferred","Kenya","Male","livestock fodder"
"Green maize","LessPreferred","Kenya","Female","doesnt drought harvest uses future"
"Resilience","LessPreferred","Kenya","Male","good rainfall isnt distributed"
"Green maize","LessPreferred","Kenya","Female","green maize"
"Family nutrition","LessPreferred","Kenya","Female","market orange color"
"Intercropping (with beans)","LessPreferred","Kenya","Female","susceptible disease drought"
"Family nutrition","LessPreferred","Kenya","Male","production greatly reduced drought disease"
"Home use","LessPreferred","Kenya","Female","fodder livestock"
"Green maize","LessPreferred","Kenya","Female","dried ugali"
"Family nutrition","LessPreferred","Kenya","Female","doesnt ready market"
"Home use","LessPreferred","Kenya","Female","livestock fodder"
"Family nutrition","LessPreferred","Kenya","Female","ability resistant drought disease moderate"
"Green maize","LessPreferred","Kenya","Male","sell green maize"
"Drought avoidance","LessPreferred","Kenya","Male","dont enough fertilizer wont enough harvest"
"Green maize","LessPreferred","Kenya","Male","market green maize good every green maizemarket good dried rainfall"
"Family nutrition","LessPreferred","Kenya","Female","color might reduces market"
"Livestock feed","LessPreferred","Kenya","Female","limited interested livestock farming"
"Drought avoidance","LessPreferred","Kenya","Female","little harvest realised shorter maturity periods"
"Home use","LessPreferred","Kenya","Male","wants multipurpose uses"
"Livestock feed","LessPreferred","Kenya","Male","much interest doesnt rear livestock fodder"
"Family nutrition","LessPreferred","Kenya","Male","sold meet houses needs demands low"
"Food and fodder","LessPreferred","Kenya","Male","interested livestock fodder food security first"
"Livestock feed","LessPreferred","Kenya","Male","less resistant drought area"
"Green maize","LessPreferred","Kenya","Female","livestock fodder"
"Livestock feed","LessPreferred","Kenya","Female","color appealing"
"Resilience","LessPreferred","Kenya","Male","good intercrop"
"Livestock feed","LessPreferred","Kenya","Male","requires fertilizer"
"Green maize","LessPreferred","Kenya","Female","green maize favourite meal household market area"
"Food and fodder","LessPreferred","Kenya","Male","resistant disease drought"
"Intercropping (with beans)","LessPreferred","Kenya","Male","wide space intercrop crop low rainfall yield"
"Green maize","LessPreferred","Kenya","Female","maize suitable maize flour staple food area"
"Family nutrition","LessPreferred","Kenya","Female","color flour favourite"
"Family nutrition","LessPreferred","Kenya","Female","getting market difficult area"
"Green maize","LessPreferred","Kenya","Female","drought maize"
"Livestock feed","LessPreferred","Kenya","Male","useful livestock requires much fertilizer"
"Home use","LessPreferred","Kenya","Male","storage months"
"Food and fodder","LessPreferred","Kenya","Male","uses much fertilizer"
"Livestock feed","LessPreferred","Kenya","Male","lands small priority plant livestock fodder"
